,age,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,last name,first_Name,range_age,Month_number,categorizes_geo
4363,38,"79700vict0riavillag3s\nw3stfid3l,nj86594-2703",blue-collar,single,secondary,False,13156,True,False,cellular,17,apr,291,4,331,1,failure,False,wilkinson,leo,3,4,nan
4368,54,"2252 skiles turnpike ave.\nharberburgh, pr 04660",services,divorced,secondary,False,1012,True,False,cellular,12,may,33,3,175,2,other,False,ziemann,natalia,5,5,nan
4372,30,"4494 meaghan club ave.\nsouth elmiraside, co 82550",technician,single,secondary,False,4787,True,False,cellular,18,nov,266,1,167,2,failure,False,davis,orion,3,11,nan
4387,31,"95884 gulgowski lock\nbuddymouth, pr 69937",blue-collar,married,secondary,False,3653,True,True,cellular,21,nov,252,1,168,4,failure,False,koss,eleonore,3,11,nan
4396,41,"833 thomas estate st.\nsouth lukas, tx 05876-1208",retired,single,primary,False,0,False,False,cellular,8,may,239,1,368,2,failure,False,reinger,forrest,4,5,nan
4397,35,"00913 alexie drive\nyasminmouth, wa 81886-2915",blue-collar,married,secondary,False,305,True,False,cellular,18,may,7,7,367,25,failure,False,kuvalis,arden,3,5,nan
4413,65,"005chesleylanest.\njewessshire,de21734",retired,married,primary,False,493,False,False,cellular,16,oct,622,1,182,1,failure,False,runolfsdottir,dandre,6,10,nan
4420,45,"5942 nikolas square suite 048\neast meda, ne 04670-0789",technician,married,secondary,False,999,True,False,cellular,20,nov,215,6,188,2,failure,False,bernhard,oleta,4,11,nan
4423,45,"60913pfann3rstillturnpik3\nlak3shayn3,nj62800-5967",management,single,tertiary,False,2048,True,False,cellular,18,oct,310,1,804,1,failure,True,padberg,stephany,4,10,nan
4428,48,"842 little islands st.\nhahnmouth, md 51232-9219",blue-collar,married,unknown,False,439,True,False,cellular,2,feb,212,1,249,2,other,False,lang,einar,4,2,nan
4433,40,"471 bruen unions st.\nnew eve, ne 84678-9917",management,married,tertiary,False,-17,True,True,cellular,11,may,474,1,256,1,success,True,graham,bonnie,4,5,nan
4434,35,"87839 ankunding burgs\nenricofurt, nv 69064-0122",technician,single,secondary,False,175,True,False,cellular,29,jan,219,1,246,1,failure,False,bradtke,brenda,3,1,nan
4435,31,"5201drak3strav3nu3\n3astagustinafurt,nd49750",technician,single,secondary,False,4888,True,False,telephone,5,may,475,4,166,2,failure,False,monahan,elbert,3,5,nan
4447,49,"046 farrell crossing \nanabeltown, ar 86544",blue-collar,single,primary,False,2146,True,False,cellular,7,may,1516,2,353,2,other,True,abbott,stacey,4,5,nan
4453,35,"3237 ki3ran gr0v3 \nn3w al3xi3bury, pr 42404",blue-collar,married,secondary,False,5304,True,False,cellular,20,nov,340,1,183,2,failure,False,steuber,ernest,3,11,nan
4456,37,"2210 rosalind road ave.\nricardoton, wv 78461",management,married,primary,False,3953,True,False,cellular,6,apr,610,2,138,1,failure,False,heidenreich,americo,3,4,nan
4458,29,"971 dax bridge st.\neast todmouth, tn 59329",management,single,tertiary,False,572,False,False,cellular,16,dec,314,1,195,1,success,True,kautzer,horace,2,12,nan
4459,31,"610myrtlestravenueapt.951\nnorthcaterinamouth,nc41867",admin.,single,secondary,False,223,True,False,cellular,17,apr,508,1,315,11,success,False,grady,elwyn,3,4,nan
4463,33,"3765 douglas trail suite 053\neast buddy, ga 04374-7948",technician,single,secondary,False,920,True,False,cellular,21,nov,58,1,122,4,failure,False,bruen,kaleigh,3,11,nan
4465,38,"64799 h0lly strav3nu3\nlak3 m3l0dy, ca 87469",management,single,tertiary,False,623,False,False,cellular,28,jun,297,4,144,4,other,True,bosco,elroy,3,6,nan
4473,33,"07060kl0ck0plain\np0rtb3llahav3n,n306589",technician,married,secondary,False,4790,True,False,cellular,20,apr,137,1,272,2,failure,False,d'amore,rolando,3,4,flat
4485,53,"375 dawn str33ts apt. 553\nhirth3vi3w, va 10270",blue-collar,married,primary,False,238,True,False,cellular,11,may,238,2,361,5,failure,False,pouros,agustina,5,5,nan
4488,31,"695 jamison walks \nleannburgh, ma 30120-8568",unemployed,single,secondary,False,315,False,False,cellular,30,jan,130,1,2,1,other,False,fadel,jake,3,1,nan
4489,45,"6693judebrooksapt.959\neasterna,mh06599-6488",management,married,tertiary,False,6945,False,False,cellular,5,aug,131,5,356,3,failure,False,buckridge,zena,4,8,nan
4492,32,"7491kilbackmeadowapt.792\npagacmouth,as11081-6594",technician,single,secondary,False,309,True,True,cellular,16,apr,346,1,234,3,failure,False,o'connell,erna,3,4,nan
4504,42,"7081 leffler wall ave.\nkemmerside, dc 00182",blue-collar,single,secondary,False,1080,True,True,cellular,13,may,951,3,370,4,failure,True,beer,johnson,4,5,nan
4514,38,"25096 william fi3ld\nmccull0ughm0uth, 0r 33380-0921",blue-collar,married,secondary,False,1205,True,False,cellular,20,apr,45,4,153,1,failure,False,wintheiser,maudie,3,4,nan
4519,28,"9234 borer meadow ave.\nport lunaborough, nj 36987",blue-collar,married,secondary,False,1137,False,False,cellular,6,feb,129,4,211,3,other,False,sipes,zachariah,2,2,nan
4520,44,"2630jenkinsspringsuite970\nwestletha,ar93555",entrepreneur,single,tertiary,False,1136,True,True,cellular,3,apr,345,2,249,7,other,False,deckow,julio,4,4,nan
